9.999653100967407227e-01,3.466812268015928566e-05
1.000000000000000000e+00,5.502650779476425669e-09
1.000000000000000000e+00,1.208813821567514854e-16
1.828380618462688290e-06,9.999982118606567383e-01
1.898509071907028556e-05,9.999810457229614258e-01
8.065611837082542479e-06,9.999918937683105469e-01
9.999965429306030273e-01,3.435998223721981049e-06
1.000000000000000000e+00,1.258318249597323302e-08
3.286761057097464800e-06,9.999966621398925781e-01
6.176741590024903417e-05,9.999382495880126953e-01
9.999952316284179688e-01,4.800264832738321275e-06
9.999634027481079102e-01,3.657174602267332375e-05
9.999992847442626953e-01,7.121572593860037159e-07
9.999971389770507812e-01,2.853128080460010096e-06
1.101139696402242407e-05,9.999890327453613281e-01
6.549675163114443421e-06,9.999934434890747070e-01
9.140270407215211890e-08,9.999998807907104492e-01
9.999976158142089844e-01,2.431536586300353520e-06
6.201849464559927583e-05,9.999380111694335938e-01
5.007862455386202782e-06,9.999949932098388672e-01
9.207494854927062988e-01,7.925046980381011963e-02
9.999997615814208984e-01,1.907137061607500073e-07
9.999992847442626953e-01,7.223814577628218103e-07
9.999985694885253906e-01,1.476491547691693995e-06
1.666842592840112047e-07,9.999998807907104492e-01
9.999980926513671875e-01,1.877622935353429057e-06
3.488142465357668698e-05,9.999650716781616211e-01
2.179862640332430601e-04,9.997820258140563965e-01
6.889397354825632647e-06,9.999930858612060547e-01
4.872396675636991858e-05,9.999512434005737305e-01
5.772833901573903859e-06,9.999942779541015625e-01
9.999998807907104492e-01,6.896675586176570505e-08
2.654700210769078694e-06,9.999973773956298828e-01
9.999607801437377930e-01,3.916316927643492818e-05
9.729942576086614281e-06,9.999902248382568359e-01
1.344213615084299818e-06,9.999986886978149414e-01
1.000000000000000000e+00,1.716810160701243149e-08
7.116463384591042995e-04,9.992883801460266113e-01
9.999998807907104492e-01,1.048369000500315451e-07
1.000000000000000000e+00,4.550172150175058050e-08
1.193955176859162748e-04,9.998805522918701172e-01
5.603696422440407332e-07,9.999994039535522461e-01
8.067480848694685847e-06,9.999918937683105469e-01
9.999644756317138672e-01,3.557704621925950050e-05
9.999985694885253906e-01,1.470045503992878366e-06
1.949674515344668180e-05,9.999804496765136719e-01
2.514479433557426091e-07,9.999997615814208984e-01
9.999998807907104492e-01,1.110949625626744819e-07
7.714588718954473734e-07,9.999992847442626953e-01
9.999797344207763672e-01,2.027014488703571260e-05
1.199665530293714255e-05,9.999879598617553711e-01
9.999841451644897461e-01,1.585300742590334266e-05
1.096809137379750609e-05,9.999890327453613281e-01
2.191717430832795799e-05,9.999780654907226562e-01
9.999998807907104492e-01,1.642425360159904812e-07
9.999983310699462891e-01,1.699021026979607996e-06
1.000000000000000000e+00,2.880374161406962230e-08
2.451094223943073303e-05,9.999754428863525391e-01
9.999966621398925781e-01,3.342368245284887962e-06
3.407251642784103751e-05,9.999659061431884766e-01
5.395159860199782997e-06,9.999946355819702148e-01
3.091316784775699489e-07,9.999996423721313477e-01
9.999881982803344727e-01,1.175554825749713928e-05
6.268247496336698532e-03,9.937316775321960449e-01
9.999973773956298828e-01,2.645339236551080830e-06
6.509220111183822155e-05,9.999349117279052734e-01
9.999992847442626953e-01,6.786372068745549768e-07
2.128880254304021946e-07,9.999997615814208984e-01
1.000000000000000000e+00,3.443758056498325004e-10
9.999973773956298828e-01,2.641643732204101980e-06
9.943431615829467773e-01,5.656822584569454193e-03
9.999998807907104492e-01,8.481858770892358734e-08
2.999494768118893262e-07,9.999996423721313477e-01
1.313021513738021895e-08,1.000000000000000000e+00
1.461501710764423478e-06,9.999985694885253906e-01
9.999988079071044922e-01,1.218273723679885734e-06
6.806594683439470828e-07,9.999992847442626953e-01
2.711284905672073364e-04,9.997288584709167480e-01
4.255336534697562456e-06,9.999957084655761719e-01
1.000228735392738599e-06,9.999990463256835938e-01
1.356146913167322055e-05,9.999864101409912109e-01
1.000000000000000000e+00,5.384208297308859525e-14
9.324834944457981167e-15,1.000000000000000000e+00
9.999743700027465820e-01,2.563570342317689210e-05
3.625641453730565900e-10,1.000000000000000000e+00
9.999998807907104492e-01,1.056021261547357426e-07
8.351697761099785566e-05,9.999164342880249023e-01
5.944886893871625944e-08,1.000000000000000000e+00
9.999657869338989258e-01,3.418642882024869323e-05
9.999989271163940430e-01,1.064632215275196359e-06
