9.999811649322509766e-01,1.887932739919051528e-05
1.000000000000000000e+00,3.530014822117344409e-13
1.000000000000000000e+00,1.066892130197061306e-09
2.052260583695897367e-09,1.000000000000000000e+00
9.577584023645613343e-07,9.999990463256835938e-01
1.137594836109201424e-06,9.999988079071044922e-01
9.999997615814208984e-01,2.851423346328374464e-07
1.000000000000000000e+00,1.323966003496934718e-08
1.946447838463427615e-07,9.999997615814208984e-01
3.480149416645872407e-06,9.999965429306030273e-01
9.999964237213134766e-01,3.540077841535094194e-06
9.999690055847167969e-01,3.099656169069930911e-05
9.999973773956298828e-01,2.585423317214008421e-06
1.000000000000000000e+00,4.949066934045731614e-08
3.221577742351655615e-07,9.999996423721313477e-01
3.599411456889356486e-06,9.999964237213134766e-01
2.423474825263838284e-07,9.999997615814208984e-01
9.999989271163940430e-01,1.127763084696198348e-06
1.121975515161466319e-06,9.999989271163940430e-01
1.121286572924873326e-06,9.999989271163940430e-01
9.999456405639648438e-01,5.437895379145629704e-05
9.999893903732299805e-01,1.066627737600356340e-05
9.999240636825561523e-01,7.588065636809915304e-05
9.999998807907104492e-01,8.412241214728055638e-08
1.028112728818086907e-05,9.999897480010986328e-01
9.999997615814208984e-01,2.021846086108780582e-07
7.218973223643843085e-07,9.999992847442626953e-01
1.811206402635434642e-06,9.999982118606567383e-01
8.619504399121069582e-08,9.999998807907104492e-01
1.174092290057160426e-06,9.999988079071044922e-01
1.508026770125070470e-07,9.999998807907104492e-01
1.000000000000000000e+00,9.682924684284444083e-09
1.051920776262704749e-06,9.999989271163940430e-01
9.998834133148193359e-01,1.166053625638596714e-04
1.545139269865103415e-07,9.999998807907104492e-01
2.300532469234894961e-05,9.999769926071166992e-01
9.999574422836303711e-01,4.261539288563653827e-05
4.734165770514664473e-07,9.999995231628417969e-01
9.999992847442626953e-01,7.251030069710395765e-07
9.999998807907104492e-01,1.298916032510533114e-07
2.746994823610293679e-06,9.999972581863403320e-01
1.023239626363192656e-08,1.000000000000000000e+00
1.761917332032680861e-07,9.999998807907104492e-01
9.999997615814208984e-01,1.814150465406783042e-07
9.994837045669555664e-01,5.162636516615748405e-04
1.651001446667521577e-09,1.000000000000000000e+00
1.596955144123057835e-06,9.999984502792358398e-01
9.998470544815063477e-01,1.529357978142797947e-04
3.303184712422080338e-07,9.999996423721313477e-01
9.999982118606567383e-01,1.830921178225253243e-06
8.097566706055658869e-07,9.999991655349731445e-01
9.999991655349731445e-01,8.089238008324173279e-07
6.210030392139742617e-07,9.999994039535522461e-01
1.133080900217464659e-06,9.999988079071044922e-01
9.999998807907104492e-01,1.421590383188231499e-07
1.000000000000000000e+00,5.935400615442176786e-09
9.999964237213134766e-01,3.529543391778133810e-06
6.441615028052183334e-07,9.999994039535522461e-01
9.999998807907104492e-01,6.328829726953699719e-08
3.605928498018329265e-07,9.999996423721313477e-01
5.363415311876451597e-06,9.999946355819702148e-01
1.020558637598867335e-10,1.000000000000000000e+00
9.999985694885253906e-01,1.480608943893457763e-06
4.069084301590919495e-03,9.959309697151184082e-01
1.000000000000000000e+00,2.133207388510527380e-09
8.364102541236206889e-06,9.999916553497314453e-01
9.999991655349731445e-01,8.611449970885587391e-07
